stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
1781,,DR CARLOS BARBOSA 303 ,,-30.058392,-51.213135
1782,,DR CARLOS BARBOSA 420 ESTADIO OLIMPICO - SETOR B,,-30.059236,-51.212452
1786,,DR CARLOS BARBOSA PCA PAULO COELHO PRACA,,-30.061096,-51.211453
1787,,DR CARLOS BARBOSA DF 530 ESTADIO OLIMPICO - PORTAO 15,,-30.059949,-51.212041
1785,,DR CARLOS BARBOSA 701 ,,-30.061441,-51.211608
1784,,DR CARLOS BARBOSA 954 POSTO DE GASOLINA,,-30.063671,-51.211982
1783,,DR CARLOS BARBOSA 977 ,,-30.064028,-51.21214
3480,,MANOEL ELIAS DF 1756 SEXY INN MOTEL,,-30.030817,-51.120978
1957,,SILVIO ROMERO 404 ,,-30.065517,-51.191468
3484,,MANOEL ELIAS 1320 ,,-30.026921,-51.12012
3482,,MANOEL ELIAS 1345 FRUKI,,-30.027069,-51.120218
3485,,MANOEL ELIAS 1096 ,,-30.024737,-51.120035
3508,,MANOEL ELIAS 407 ,,-30.019242,-51.119554
3434,,MANOEL ELIAS 2070 FAPA,,-30.033793,-51.121462
3496,,MANOEL ELIAS 855 ,,-30.023211,-51.120009
4170,,MANOEL ELIAS 113 ,,-30.016031,-51.119233
6473,,ESPLANADA 765 ,,-30.120664,-51.09907
4555,,GERVAZIO BRAGA PINHEIRO 738 ,,-30.121278,-51.098922
4551,,GERVAZIO BRAGA PINHEIRO 518 SHALON CONFECCOES,,-30.122906,-51.098286
4552,,GERVAZIO BRAGA PINHEIRO DF 488 ESCOLA,,-30.123056,-51.098141
4550,,GERVAZIO BRAGA PINHEIRO 290 ,,-30.124835,-51.097908
4548,,PANORAMA 84 DMAE - CAIXA DE AGUA,,-30.126195,-51.099949
4549,,PANORAMA 263 PADARIA E CONFEITARIA,,-30.125516,-51.098139
4495,,JOAO DE OLIVEIRA REMIAO 6650 CTG,,-30.124483,-51.10375
6471,,ARAPEI DF 209 ,,-30.086109,-51.23332
6050,,CRUZEIRO DO SUL 2926 SOMENTE DESEMBARQUE,,-30.08527,-51.230946
6470,,CRUZEIRO DO SUL 2953 ,,-30.085758,-51.231152
6469,,CRUZEIRO DO SUL 2679 ,,-30.083459,-51.230577
958,,VICENTE MONTEGGIA 1320 ,,-30.106839,-51.222138
2065,,FELIZARDO FURTADO 595 ,,-30.050001,-51.184168
459,,JOAO ANTONIO SILVEIRA 2075 ,,-30.155028,-51.140226
1703,,SEPE TIARAJU DF 226 ,,-30.06977,-51.214792
957,,VICENTE MONTEGGIA 1355 ,,-30.106664,-51.222273
2036,,IPIRANGA 4760 ,,-30.054076,-51.191165
5894,,IPIRANGA DF 8457 ,,-30.060051,-51.151348
2821,,IPIRANGA 8433 ,,-30.059693,-51.152244
2822,,IPIRANGA 7903 RESIDENCIAL ILHA DE CRETA,,-30.056257,-51.158689
2790,,IPIRANGA 7001 7001 MOVEIS,,-30.055992,-51.164263
2698,,IPIRANGA 6311 ESCOLA DE SAUDE PUBLICA,,-30.058234,-51.176803
2694,,IPIRANGA 6103 SUPRA VEICULOS,,-30.059249,-51.179966
2038,,IPIRANGA 5067 DF BOURBON SHOPPING,,-30.056366,-51.18773
2035,,IPIRANGA 4775 ,,-30.054786,-51.190945
4230,,FARIA LOBATO 673 ,,-29.984456,-51.12841
6417,,FARIA LOBATO 485 ,,-29.98454,-51.129906
4225,,FARIA LOBATO 438 ,,-29.9845,-51.13054
4224,,FARIA LOBATO 331 ,,-29.984628,-51.131482
4222,,FARIA LOBATO 217 ,,-29.9847,-51.132765
2722,,IPIRANGA 6681 PUC,,-30.056848,-51.17362
1433,,BORGES DE MEDEIROS DF RUA JOSÉ DE A VIADUTO DOM PEDRO I,,-30.059334,-51.230951
4935,,ANTONIO FRANCISCO LISBOA DF 620 ,,-30.00606,-51.096766
6024,,CAPITAO PEDROSO 821 ,,-30.166491,-51.144149
391,,CAPITAO PEDROSO DF 831 ,,-30.166396,-51.144287
6467,,CAPITAO PEDROSO 759 ,,-30.166154,-51.145971
5999,,CAPITAO PEDROSO DF 729 ,,-30.166039,-51.146255
5972,,CAPITAO PEDROSO 521 ,,-30.165919,-51.147415
5997,,CAPITAO PEDROSO 325 ,,-30.165558,-51.149425
4529,,JOAO DE OLIVEIRA REMIAO 8495 ,,-30.134228,-51.095404
4526,,JOAO DE OLIVEIRA REMIAO DF 8445 ,,-30.133698,-51.095796
4494,,JOAO DE OLIVEIRA REMIAO DF 6670 REDE CONSTRUIR,,-30.124439,-51.104899
5827,,JOAO DE OLIVEIRA REMIAO DF 6252 ,,-30.123886,-51.107904
4504,,JOAO DE OLIVEIRA REMIAO 5788 ,,-30.119148,-51.108554
5549,,JOAO DE OLIVEIRA REMIAO DF 5788 ,,-30.119174,-51.108635
2606,,JOAO DE OLIVEIRA REMIAO 2782 ESC RAFAELA REMIAO,,-30.098083,-51.126009
6465,,JULIO DE CASTILHOS NN 341 ,,-30.025295,-51.223492
6466,,COMENDADOR MANOEL PEREIRA DF 72 DF PRÉDIO UNIÃO DE FERROS,,-30.02597,-51.221522
2098,,JOSE BONIFACIO DF 263 ESCOLA MILITAR,,-30.038354,-51.213866
2106,,JOSE BONIFACIO DF 655 IGREJA STA TERESINHA,,-30.036877,-51.211356
1088,,OZORIO JOSE MARTINS (BC. CARRAPICHO) NN 37 ,,-30.131801,-51.202114
4182,,GEN RAPHAEL ZIPPIN DF 260 AV. SALVADOR LEÃO,,-30.003596,-51.12397
817,,CEL MASSOT DF 1229 ,,-30.098407,-51.237277
3488,,DEZ DE MAIO 265 ,,-30.023107,-51.123255
3314,,ALBERTO SILVA 1830 UNIDADE DE SAUDE - SUS,,-30.026952,-51.149328
798,,PADRE JOAO BATISTA REUS 2985 ,,-30.109722,-51.233432
631,,CEL MARCOS DF 1322 CONDOMÍNIO,,-30.125365,-51.243765
6464,,OSWALDO GONCALVES CRUZ DF 235 ,,-30.137995,-51.22625
679,,OSWALDO GONCALVES CRUZ 457 ,,-30.136934,-51.224454
661,,OSWALDO GONCALVES CRUZ 46 ,,-30.139198,-51.228124
662,,OSWALDO GONCALVES CRUZ DF 46 ,,-30.1391,-51.227828
4961,,MAIAS DF 1352 FARMÁCIA AGAFARMA,,-29.999633,-51.097681
5296,,PROTASIO ALVES DF 11040 LOTEAMENTO JD. DO VERDE,,-30.042942,-51.103358
1944,,MARIA LUIZA PERES 265 ,,-30.073968,-51.184803
4546,,JOAO DE OLIVEIRA REMIAO 7060 ,,-30.12618,-51.101161
4545,,JOAO DE OLIVEIRA REMIAO DF 7060 IGREJA ASSEMBLEIA DE DEUS,,-30.126208,-51.101241
329,,COSTA GAMA 5853/5861 ,,-30.156163,-51.161035
331,,COSTA GAMA 5520 ,,-30.154763,-51.160951
330,,COSTA GAMA DF 5520 ,,-30.154606,-51.161036
5943,,COSTA GAMA 5261 ,,-30.152898,-51.161089
5942,,COSTA GAMA 5295 ,,-30.152798,-51.161016
332,,COSTA GAMA 4921/DF 5255 ,,-30.1508,-51.161433
5758,,ECON NILO WULFF 3773 ,,-30.147787,-51.152429
5591,,CRISTIANO KRAEMER 1078 ,,-30.125407,-51.202087
2411,,COSTA GAMA 1009 ,,-30.121589,-51.175641
3632,,SOUZA REIS 365 ,,-30.004279,-51.190292
1500,,LOUREIRO DA SILVA 255 CAMARA MUNICIPAL,,-30.037075,-51.238715
905,,PADRE JOAO BATISTA REUS DF 3352 ,,-30.1085,-51.229917
6074,,PADRE JOAO BATISTA REUS  ESQ. RUA JOÃO MORA,,-30.109232,-51.232091
797,,PADRE JOAO BATISTA REUS 2843 ,,-30.110128,-51.234521
791,,PADRE JOAO BATISTA REUS 2709 ,,-30.110758,-51.236219
778,,PADRE JOAO BATISTA REUS 2567 ,,-30.111274,-51.237624
775,,PADRE JOAO BATISTA REUS 2268 ,,-30.112139,-51.240292
774,,PADRE JOAO BATISTA REUS 2279/2271 ,,-30.112207,-51.240264
777,,PADRE JOAO BATISTA REUS 2510 ,,-30.111358,-51.238093
746,,PADRE JOAO BATISTA REUS 2053 ,,-30.112968,-51.242415
6463,,PADRE JOAO BATISTA REUS 2034 ,,-30.112963,-51.242632
490,,PADRE JOAO BATISTA REUS 838 ,,-30.117094,-51.254049
4498,,JOAO DE OLIVEIRA REMIAO 6775 ,,-30.124962,-51.103108
6462,,OTAVIANO JOSE PINTO 3015 ,,-30.220878,-51.098777
83,,PINHEIRO MACHADO DF 156 ,,-30.20675,-51.193984
527,,SARGENTO NICOLAU DIAS DE FARIAS 599 ,,-30.110058,-51.255979
528,,SARGENTO NICOLAU DIAS DE FARIAS DF 394 ,,-30.108613,-51.256637
526,,SARGENTO NICOLAU DIAS DE FARIAS 426 ,,-30.10865,-51.256533
502,,SARGENTO NICOLAU DIAS DE FARIAS 195 ,,-30.106521,-51.257572
517,,SARGENTO NICOLAU DIAS DE FARIAS 102 ,,-30.105925,-51.257754
530,,OTTO NIEMEYER 360 ,,-30.110237,-51.25525
6458,,OSVALDO FRANCA JUNIOR 85 ,,-30.035664,-51.103503
4663,,ORIGENES LESSA DF 75 ,,-30.036638,-51.104619
2032,,BARAO DO AMAZONAS 1617 ,,-30.057152,-51.190523
2016,,BARAO DO AMAZONAS 1839 ,,-30.059341,-51.191709
2034,,BARAO DO AMAZONAS 1437 ,,-30.056026,-51.189905
1777,,AZENHA 1601 ,,-30.057699,-51.215706
1775,,CEL GASTAO HASLOCHER MAZERON DF PRAÇA POSTO BR,,-30.060236,-51.215416
6455,,JOSE ALOISIO FILHO 780 ,,-29.98143,-51.185372
6454,,JOSE ALOISIO FILHO DF 595 ,,-29.983375,-51.187003
6452,,JOSE ALOISIO FILHO S/N DF RUA IRMAO FELIX ROBERTO,,-29.985735,-51.189166
6453,,JOSE ALOISIO FILHO DF 411 ,,-29.98451,-51.188041
3695,,AMYNTHAS JACQUES DE MORAES DF 240 ,,-29.988009,-51.191635
6450,,TAQUARY 395 EE PARANA,,-30.078071,-51.241942
496,,WENCESLAU ESCOBAR 3905 ,,-30.122677,-51.25276
335,,COSTA GAMA 4448 ,,-30.148568,-51.161207
6449,,PADRE JOAO BATISTA REUS DF 641 ,,-30.117793,-51.255887
6448,,A J RENNER 470 UNESUL,,-29.993077,-51.196186
5167,,TAMANDARE 726 ,,-30.096799,-51.243015
3658,,A J RENNER 485 JARI,,-29.992407,-51.195881
6447,,DEZESSETE JARDIM DONA LEOPOLDINA II 115 ,,-30.021099,-51.114996
6446,,AFONSO LOURENCO MARIANTE 1885 ,,-30.111501,-51.160235
1139,,CRISTIANO KRAEMER 13 ,,-30.11769,-51.207203
59,,CARIJOS 27 5M DA R GUENOAS,,-30.148745,-51.221666
5775,,CARIJOS 108/DF 91 PRAÇA MOEMA,,-30.148785,-51.220745
5776,,CARIJOS 215 ,,-30.149017,-51.219473
60,,CARIJOS 230 ,,-30.148993,-51.218993
64,,CARIJOS 385 ,,-30.14917,-51.217878
65,,CARIJOS 368 ,,-30.149098,-51.21788
3891,,DOMINGOS RUBBO 129 ,,-30.009713,-51.15855
1961,,DOZE DE OUTUBRO 505 ,,-30.066394,-51.189973
6287,,DOZE DE OUTUBRO 301 ,,-30.06495,-51.188614
491,,LANDEL DE MOURA 537 ,,-30.116148,-51.254876
541,,LANDEL DE MOURA 999 ,,-30.114531,-51.250499
542,,LANDEL DE MOURA DF 999 ,,-30.114455,-51.250504
731,,LANDEL DE MOURA 1139 ,,-30.113979,-51.248995
730,,LANDEL DE MOURA DF 1139 ,,-30.113913,-51.249027
742,,LANDEL DE MOURA 1754 ,,-30.1118,-51.243059
747,,LANDEL DE MOURA 1892 ,,-30.111251,-51.241532
776,,LANDEL DE MOURA 2064 ,,-30.110827,-51.240324
781,,LANDEL DE MOURA 2242 ,,-30.110109,-51.238316
786,,LANDEL DE MOURA 2328 ,,-30.109883,-51.237711
792,,LANDEL DE MOURA 2420 ,,-30.109514,-51.236702
103,,RETIRO DA PONTA GROSSA DF 1400 ,,-30.182427,-51.190415
104,,RETIRO DA PONTA GROSSA DF 1400 ,,-30.182359,-51.190445
99,,RETIRO DA PONTA GROSSA 1700/1710 ,,-30.183646,-51.19327
100,,RETIRO DA PONTA GROSSA DF 1750 ,,-30.183719,-51.193627
92,,RETIRO DA PONTA GROSSA 2316 ,,-30.184865,-51.196157
91,,RETIRO DA PONTA GROSSA DF 2326 ,,-30.184971,-51.196592
79,,RETIRO DA PONTA GROSSA 2500 ,,-30.184807,-51.200245
5966,,RETIRO DA PONTA GROSSA DF 2500 ,,-30.184768,-51.200067
6258,,RETIRO DA PONTA GROSSA 3036 ,,-30.184867,-51.203182
6257,,RETIRO DA PONTA GROSSA 3033 ,,-30.184795,-51.203173
75,,RETIRO DA PONTA GROSSA DF 3333 ,,-30.183308,-51.208017
76,,RETIRO DA PONTA GROSSA 3353 ,,-30.183426,-51.208177
68,,RETIRO DA PONTA GROSSA DF 4108/4110 ,,-30.184022,-51.214924
70,,RETIRO DA PONTA GROSSA 3833 ,,-30.184532,-51.211991
14,,RETIRO DA PONTA GROSSA 4260 ESQ. BC. DOMIENCE SILVA,,-30.184155,-51.2168
12,,RETIRO DA PONTA GROSSA DF 4511/4531 ,,-30.184098,-51.219931
10,,RETIRO DA PONTA GROSSA  ,,-30.184777,-51.221141
7,,RETIRO DA PONTA GROSSA 5245 ,,-30.186535,-51.22569
6,,RETIRO DA PONTA GROSSA 5200/5176 ,,-30.186602,-51.225632
5,,RETIRO DA PONTA GROSSA 5496 ,,-30.18692,-51.228517
9,,RETIRO DA PONTA GROSSA 4948 ,,-30.185913,-51.223318
241,,RETIRO DA PONTA GROSSA 427 ,,-30.179287,-51.180339
5833,,RETIRO DA PONTA GROSSA 75 ,,-30.178847,-51.176528
1034,,ORFANOTROFIO DF 986 ,,-30.082524,-51.222416
1708,,MARIANO DE MATOS 836 ,,-30.066943,-51.214496
1707,,MARIANO DE MATOS 839 ,,-30.066834,-51.214689
1706,,MARIANO DE MATOS 665 ,,-30.065785,-51.21555
1771,,MARIANO DE MATOS DF 558 ,,-30.065035,-51.216142
1772,,MARIANO DE MATOS 544 ,,-30.064981,-51.216082
1479,,MARIANO DE MATOS 365 ,,-30.063757,-51.216934
1481,,MARIANO DE MATOS 142 ,,-30.061775,-51.218228
1478,,MARIANO DE MATOS 99 ,,-30.061405,-51.218585
4541,,JD. OUTEIRAL 105 ,,-30.135042,-51.093355
5931,,JD. OUTEIRAL  ,,-30.133812,-51.094023
5944,,RETIRO DA PONTA GROSSA 990 ,,-30.180737,-51.18649
108,,RETIRO DA PONTA GROSSA DF 946 ,,-30.180527,-51.186178
132,,RETIRO DA PONTA GROSSA 740 ,,-30.180033,-51.184088
6444,,RETIRO DA PONTA GROSSA 510 ,,-30.179657,-51.18201
242,,RETIRO DA PONTA GROSSA DF 74 ,,-30.178775,-51.176531
4033,,JOAO XXIII 525 ,,-30.006699,-51.142852
5760,,RETIRO DA PONTA GROSSA 370 ,,-30.179357,-51.180317
4026,,JOAO XXIII 273 ,,-30.007195,-51.14618
6443,,DONA AUGUSTA 628 ,,-30.065633,-51.228158
6442,,DONA AUGUSTA 366 ,,-30.063209,-51.226926
6440,,DONA AUGUSTA 14 ,,-30.06023,-51.226124
3472,,ALEXANDRE LUIZ 503 ,,-30.017976,-51.129581
3471,,ALEXANDRE LUIZ 530 ,,-30.017909,-51.129479
3475,,ALEXANDRE LUIZ 675 ,,-30.01809,-51.127936
3489,,DEZ DE MAIO DF 276/282 ,,-30.02317,-51.12314
3896,,DOMINGOS RUBBO AL 371 ,,-30.009235,-51.155803
6438,,CUBANOS 303 ,,-30.058856,-51.16586
82,,PINHEIRO MACHADO 51 ,,-30.208079,-51.195459
4629,,CAMPUS UFRGS - AGRONOMIA SN IPH UFRGS,,-30.077854,-51.115912
1436,,PRAIA DE BELAS AL 2184 ,,-30.058063,-51.229687
6433,,BORGES DE MEDEIROS  DAER,,-30.041446,-51.228624
1805,,PROF OSCAR PEREIRA 1609 ,,-30.063632,-51.206114
429,,ECON NILO WULFF 3706 ,,-30.148524,-51.14991
430,,ECON NILO WULFF SN ,,-30.148763,-51.149423
5645,,ECON NILO WULFF 4105 ,,-30.149807,-51.146978
434,,ECON NILO WULFF DF 939 ,,-30.150415,-51.145546
435,,ECON NILO WULFF DF 890 ESC ANANDA MARGA,,-30.150541,-51.145072
455,,ECON NILO WULFF 895 ,,-30.151875,-51.142145
454,,ECON NILO WULFF DF 357 ,,-30.151848,-51.142302
5836,,ECON NILO WULFF 916 ,,-30.152892,-51.141055
456,,ECON NILO WULFF 2103 ,,-30.153349,-51.140684
460,,ECON NILO WULFF 251 ,,-30.154155,-51.139729
6431,,AURELIANO DE FIGUEIREDO PINTO DF 455 ,,-30.043069,-51.22738
6432,,AURELIANO DE FIGUEIREDO PINTO 475 ,,-30.043141,-51.227392
3812,,SAO NICOLAU AL 1074 ,,-30.005838,-51.174077
34,,ORLEAES DF 810 ,,-30.162963,-51.221777
6430,,IGUASSU DF 589 ,,-30.037499,-51.17565
2612,,DOLORES DURAN AL 916 IGREJA UNIVERSAL,,-30.082384,-51.12237
2607,,DOLORES DURAN 2082 ,,-30.091472,-51.121896
2620,,DOLORES DURAN 1100 ,,-30.083812,-51.121901
2256,,CASEMIRO DE ABREU 1557 ,,-30.033467,-51.192035
1550,,PRAIA DE BELAS 586 ,,-30.043604,-51.227604
2259,,FERREIRA VIANA 370 ,,-30.046157,-51.188633
2239,,FERREIRA VIANA 14 ,,-30.045356,-51.192116
2258,,FERREIRA VIANA 190 ,,-30.04571,-51.190597
2269,,FERREIRA VIANA DF 635 ,,-30.046689,-51.186335
6150,,VICENTE MONTEGGIA 133 ,,-30.095581,-51.225385
977,,VICENTE MONTEGGIA 917 ,,-30.101857,-51.223578
6109,,VICENTE MONTEGGIA 517 ,,-30.099644,-51.225296
359,,VITORIA 115 ,,-30.210853,-51.13169
361,,VITORIA DF 405 ,,-30.209143,-51.129709
362,,VITORIA 356 ,,-30.208183,-51.128461
6429,,VITORIA 523 ,,-30.208269,-51.128447
363,,VITORIA 850 ,,-30.207123,-51.127093
367,,VITORIA 1460 ,,-30.205786,-51.125444
369,,VITORIA 1670 ,,-30.204025,-51.123111
935,,CANELA 155 ,,-30.099324,-51.228897
368,,VITORIA 1235 ,,-30.204015,-51.123223
6095,,GAURAMA 65 ,,-30.097496,-51.228829
4488,,ORQUIDEA 202 ,,-30.117368,-51.110957
4489,,ORQUIDEA DF 122 ,,-30.117503,-51.110024
4484,,GUAIBA-LOMBA DO PINHEIRO AL 744 ,,-30.116432,-51.113041
810,,CAMAQUA 271 ,,-30.101961,-51.240171
809,,CAMAQUA 284 ,,-30.101964,-51.24008
811,,CAMAQUA 133 ,,-30.100439,-51.240851
773,,CAMAQUA 66 ,,-30.099851,-51.241026
4565,,SAO MARCOS-LOMBA DO PINHEIRO 232 ,,-30.117187,-51.097271
6428,,SAO MARCOS-LOMBA DO PINHEIRO 27 ,,-30.119112,-51.096832
4564,,SAO MARCOS-LOMBA DO PINHEIRO 46 ,,-30.118726,-51.096989
4566,,SAO MARCOS-LOMBA DO PINHEIRO 235 ,,-30.11718,-51.097188
2501,,ANTONIO FIRMO DE OLIVEIRA GONZALEZ DF 535 ,,-30.094884,-51.151221
4558,,CACIMBAS 159 ,,-30.119684,-51.098321
2553,,PEDREIRA I DF 242/254 ,,-30.094958,-51.140299
6427,,PEDREIRA I DF 50 ,,-30.094611,-51.138495
6426,,GRAMADO 479/480 ,,-30.102784,-51.227472
2547,,ANTONIO FIRMO DE OLIVEIRA GONZALEZ DF 165 ,,-30.095035,-51.147631
2539,,DIOGENES SOBROSA DE SOUZA 28 ,,-30.103779,-51.139308
447,,BELIZE 555 ,,-30.160131,-51.138543
3292,,IBANEZ ANDRE PITTHAN SOUZA 561 ,,-30.035536,-51.142225
3343,,PAUL HARRIS 803 ,,-30.023685,-51.14303
3342,,PAUL HARRIS 760 ,,-30.023182,-51.142842
1373,,BANCO INGLES AL 427 ,,-30.073571,-51.226675
1374,,BANCO INGLES 398 ,,-30.073447,-51.225949
1377,,BANCO INGLES DF 279 ,,-30.073118,-51.224743
5893,,LUIZ VIEIRA BERNARDES 4301 ,,-30.241904,-51.078301
1405,,BANCO INGLES DF 102 ,,-30.072638,-51.22329
1406,,BANCO INGLES 176 ,,-30.07277,-51.223493
1376,,BANCO INGLES 303 ,,-30.073074,-51.224857
1408,,BANCO INGLES 15 ,,-30.072065,-51.220949
1409,,BANCO INGLES DF 21 ,,-30.071997,-51.220981
445,,BELIZE DF 290 ,,-30.157878,-51.139894
3894,,BERNARDI 56 ,,-30.009564,-51.156543
25,,GUAIBA 3054 ,,-30.156468,-51.225712
4611,,BORBA GATO-LOMBA DO PINHEIRO 465 ,,-30.105603,-51.109733
4593,,BORBA GATO-LOMBA DO PINHEIRO 279 ,,-30.106463,-51.108107
4598,,BORBA GATO-LOMBA DO PINHEIRO 147/153 ,,-30.107087,-51.106848
3823,,CARNEIRO DA FONTOURA 603 ,,-30.00603,-51.167799
3824,,CARNEIRO DA FONTOURA 760 ,,-30.004666,-51.168143
3825,,CARNEIRO DA FONTOURA 771 ,,-30.004535,-51.168083
4091,,BEBERIBE 163 ,,-29.999328,-51.14308
4090,,BEBERIBE 205 ,,-29.999477,-51.144526
4092,,BEBERIBE AL 35 ,,-29.999393,-51.142955
4089,,BEBERIBE 225 ,,-29.999435,-51.144955
4025,,BOGOTA 515 ,,-30.005432,-51.148409
4024,,BOGOTA DF 515 ,,-30.005378,-51.148487
4035,,ASSIS CHATEAUBRIAND 145 ,,-30.002517,-51.145746
4036,,ASSIS CHATEAUBRIAND 180 ,,-30.002411,-51.14584
4020,,BOGOTA 345 ,,-30.007033,-51.148572
4038,,ASSIS CHATEAUBRIAND 395 ,,-30.000212,-51.145985
2925,,ALVARENGA DF 526 ,,-30.025467,-51.177851
4037,,ASSIS CHATEAUBRIAND 472 ,,-30.000217,-51.146067
5959,,CRISTIANO KRAEMER 5050 ,,-30.146937,-51.203895
1087,,OZORIO JOSE MARTINS 16 ,,-30.131942,-51.202018
4678,,LYDIA MOSCHETTI 200 ,,-30.017539,-51.116362
4675,,LYDIA MOSCHETTI 248 ,,-30.019598,-51.116535
175,,DR CECILIO MONZA 10891 ,,-30.209619,-51.181327
179,,DR CECILIO MONZA 10564 ,,-30.206828,-51.179724
176,,DR CECILIO MONZA 10860 ,,-30.20925,-51.181076
178,,DR CECILIO MONZA 10610 ,,-30.206889,-51.179891
443,,ABOLICAO DF 33 ,,-30.158939,-51.14129
6034,,BEIRA RIO 127 ,,-30.210001,-51.187134
3498,,SAMPAULO DF 40 ,,-30.020604,-51.118717
4275,,SOUZA MELO 527 ,,-29.981182,-51.129993
3926,,PANAMERICANA DF 831 CLUBE LINDOIA,,-30.002738,-51.151508
1963,,PATRIMONIO 36 ,,-30.073647,-51.187054
1665,,JULIO DE CASTILHOS 607 EF. IGREJA UNIVERSAL,,-30.02416,-51.221162
2657,,NUNES COSTA 962 ,,-30.07579,-51.170549
972,,AMAPA 388 ,,-30.108016,-51.217982
444,,BELIZE 368 ,,-30.158354,-51.139515
6416,,BELIZE  ,,-30.155451,-51.14127
5203,,MARTINICA 341 ,,-30.160889,-51.139847
448,,MARTINICA 643 ,,-30.159514,-51.136772
3202,,DR ANTONIO MAZZAFERRO NETO 335 ,,-30.160972,-51.17371
5074,,DR ANTONIO MAZZAFERRO NETO 266 ,,-30.16122,-51.173797
6232,,DR ANTONIO MAZZAFERRO NETO DF 730 ,,-30.156692,-51.173723
3920,,ALIANCA 328 ,,-30.007159,-51.154604
6409,,ALIANCA 147 ,,-30.008964,-51.154276
183,,LAMI DF 282 ,,-30.212637,-51.177815
5070,,LAMI 323 ,,-30.211544,-51.176038
204,,LAMI 696 ,,-30.211019,-51.174394
187,,LAMI DF 545 ,,-30.21135,-51.175726
207,,LAMI 631 ,,-30.211029,-51.172754
212,,LAMI 1150 FASE,,-30.211127,-51.169642
222,,LAMI 1524 ,,-30.212455,-51.163992
213,,LAMI 1153 FASE,,-30.211239,-51.16948
224,,LAMI 1830/1850 ,,-30.212674,-51.161551
6130,,LAMI DF 1524/1526 ,,-30.212548,-51.163918
226,,LAMI 2100/2222 ,,-30.212715,-51.158104
225,,LAMI DF 2100/2222 ,,-30.212785,-51.158134
223,,LAMI DF 1830 ,,-30.212761,-51.161637
339,,LAMI DF 3200 ,,-30.21046,-51.145984
6412,,LAMI 3620 ,,-30.210272,-51.144856
338,,LAMI 3200 ,,-30.210393,-51.14606
6129,,LAMI DF 3620 ,,-30.210346,-51.14487
340,,LAMI DF 3730 ,,-30.210274,-51.143497
346,,LAMI 4488 ,,-30.211863,-51.134293
341,,LAMI 3720/3730 ,,-30.2102,-51.143412
357,,LAMI 4778 ,,-30.212321,-51.131817
356,,LAMI 4775 ,,-30.212354,-51.131938
345,,LAMI 4515/4517 ,,-30.211926,-51.134383
1731,,ARNALDO BOHRER 430 ,,-30.08169,-51.205436
6410,,MARECHAL MESQUITA SN ESQUINA LUDOLFO BOEHL,,-30.083144,-51.207297
1085,,OZORIO JOSE MARTINS 146 ,,-30.131161,-51.203178
2424,,GIACOMO MUTTONI 326 ,,-30.11468,-51.162291
74,,SERRARIA 3259 SEDE BANRISUL,,-30.18206,-51.209474
2975,,ANDRE ARJONAS GUILLEN 425 ,,-30.020415,-51.168016
2480,,GIACOMO MUTTONI DF 60 ,,-30.113103,-51.162425
2977,,ANDRE ARJONAS GUILLEN PRAÇA ,,-30.020373,-51.168083
6400,,AFONSO LOURENCO MARIANTE 335 ,,-30.116076,-51.174319
2412,,AFONSO LOURENCO MARIANTE 326 ,,-30.116002,-51.174326
3796,,INDUSTRIARIOS 278 ,,-30.013794,-51.173862
3801,,INDUSTRIARIOS DF 294 ,,-30.013954,-51.17393
3795,,INDUSTRIARIOS AL 448 ,,-30.015424,-51.173813
2967,,INDUSTRIARIOS 568 ,,-30.016381,-51.173647
2816,,CAPITAO PEDRO WERLANG 1011 ESCOLA DE 1 GRAU INTERCAP FADERS,,-30.063328,-51.15249
2817,,CAPITAO PEDRO WERLANG 810 ,,-30.061851,-51.152892
2787,,CAPITAO PEDRO WERLANG 35 ,,-30.057641,-51.159133
3624,,BARAO DO COTEGIPE 215 ,,-30.009726,-51.189663
2803,,CAPITAO PEDRO WERLANG 86 ,,-30.057683,-51.158669
3313,,PERO VAZ DE CAMINHA 40 ,,-30.026634,-51.150273
3911,,JAU DF 76 ,,-30.004906,-51.156769
3909,,ARCO VERDE 30 ,,-30.005336,-51.157087
2317,,CEL BORDINI 332 ,,-30.020887,-51.197112
2893,,PROF ABILIO AZAMBUJA 365 ,,-30.048582,-51.168499
3895,,AMOROSO COSTA 232 ,,-30.008146,-51.155997
3138,,FORTE 936 ,,-30.018881,-51.152041
3118,,FORTE 1583 ,,-30.024533,-51.151159
3132,,FORTE DF 1437 ,,-30.023585,-51.151234
5965,,FORTE 1353 ,,-30.022639,-51.151478
3134,,FORTE 1167 ,,-30.020873,-51.151775
3139,,FORTE 925 ,,-30.018664,-51.152162
3898,,FORTE 656 ,,-30.016141,-51.152438
3899,,FORTE 583 ,,-30.015863,-51.152561
3901,,FORTE DF 382 ,,-30.013839,-51.152833
3900,,FORTE 398 ,,-30.014018,-51.152727
3904,,FORTE 164 ,,-30.011851,-51.153003
1692,,ANTONIO DIVAN 316 ,,-30.075401,-51.21149
1415,,PROF MANOEL LOBATO 467 ,,-30.072097,-51.218224
1416,,PROF MANOEL LOBATO 420 ,,-30.07197,-51.218013
1421,,PROF MANOEL LOBATO 172 POSTO DE SAUDE,,-30.070239,-51.216612
1422,,PROF MANOEL LOBATO 151 ,,-30.070145,-51.21643
